,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
29006,59,2103,1,1,1,-188611.1517385741,0.19,24380.52,-188472.1827745741
29007,42,1216,1,1,1,28046.731155899863,0.2,14829.1,28387.800455899862
29008,38,899,2,1,3,35562.13470597358,0.06,53707.31,35942.38246077358
29009,45,1170,1,1,1,19743.431166177663,0.32,108795.21,21136.009854177664
29010,48,1074,1,1,1,140249.22565232753,0.01,21314.37,140267.34286682753
29011,50,1195,1,1,1,-105932.29987617528,0.23,52299.01,-105102.31458747528
29012,41,1096,1,1,1,141441.21739113366,0.03,74745.13,141660.96807333367
29013,50,1096,1,1,1,-20645.764694470865,0.07,44802.98,-20419.957675270864
29014,39,1032,1,1,1,-76048.02435876352,0.28,95597.71,-73853.10093716352
29015,56,1180,3,1,3,-143031.1252096838,0.3,57753.31,-142545.99740568383
29016,44,975,1,1,1,-190003.39281516272,0.14,37179.59,-189456.8528421627
29017,37,2114,3,1,4,-78454.74719067584,0.23,125855.7,-78454.74719067584
29018,40,1920,1,1,1,248046.0135876099,0.34,92353.79,250495.2360984099
29019,41,690,1,3,1,-40571.92816035305,0.04,105522.01,-40327.117097153045
29020,45,1189,1,1,1,-132990.05366058086,0.04,94765.79,-132792.94081738085
29021,63,2053,2,1,3,-100975.52989993476,0.12,213340.54,-100975.52989993476
29022,40,1232,3,1,3,-134872.62578549195,0.08,38331.15,-134507.71323749196
29023,39,1212,1,1,1,-24737.212066203392,0.01,20445.72,-24710.632630203392
29024,47,1235,3,1,2,37405.53152744632,0.34,89283.23,38012.65749144632
29025,48,2044,1,1,1,255739.86861850243,0.24,32197.51,256396.69782250244
29026,63,2424,1,1,1,70590.91291356763,0.35,11953.1,70632.74876356764
29027,57,1231,1,1,1,81349.42818034206,0.35,36669.5,81862.80118034207
29028,38,1080,1,1,1,79888.99425480436,0.19,33068.63,80737.20461430436
29029,61,2307,1,1,1,-122334.07681121676,0.08,31916.16,-122283.01095521676
29030,54,2175,1,1,1,70653.76817484196,0.12,173545.96,70653.76817484196
29031,61,2424,1,1,1,-36286.22854868865,0.06,4725.41,-36280.55805668865
29032,37,1192,1,1,1,-150777.56379492578,0.31,37700.46,-149141.36383092578
29033,47,1898,2,1,3,18884.143778996506,0.23,7817.93,19045.974929996504
29034,52,2207,3,1,3,-126333.0676594819,0.27,56350.55,-125663.6231254819
29035,53,1177,1,1,1,40403.38278450787,0.19,101236.92,40634.20296210787
29036,35,1239,1,4,1,118925.65944802004,0.34,41204.88,121013.09866882005
29037,43,1269,2,4,5,28015.233495995428,0.12,49942.4,28602.556119995428
29038,39,978,1,1,1,-189744.76737323892,0.01,34350.75,-189700.11139823892
29039,52,1803,2,1,5,67713.23081489658,0.27,121582.71,67713.23081489658
29040,44,1733,3,1,5,47737.16577111308,0.18,49826.11,48571.254852513084
29041,39,981,3,1,3,75172.50014916492,0.31,46286.46,76894.35646116492
29042,43,981,2,4,3,7437.410703450779,0.15,98505.33,7851.133089450779
29043,61,2205,1,1,1,-278905.9204849736,0.15,110412.12,-278905.9204849736
29044,50,1380,1,2,1,438736.5830781987,0.29,16292.35,439090.94169069873
29045,41,924,1,1,1,149197.58472824958,0.3,16289.36,149784.00168824958
29046,62,1304,3,2,5,95145.77631751187,0.22,55556.85,95243.55637351188
29047,38,981,1,1,1,-83000.15482091455,0.29,44692.76,-81289.31596811456
29048,41,690,3,3,3,-91519.65870709233,0.02,131462.67,-91488.10766629233
29049,52,1226,2,2,5,-287965.4234143925,0.16,28677.1,-287667.18157439254
29050,51,2061,3,1,1,-4307.496692118192,0.1,79078.41,-4307.496692118192
29051,45,2010,3,3,3,35531.43056449491,0.3,28422.43,36384.10346449491
29052,50,2061,3,1,5,98523.4801259394,0.21,38060.97,99082.97638493941
29053,43,1130,1,1,1,46676.962509042256,0.26,71367.08,48402.61850344226
29054,50,2061,1,1,1,-102842.48113787416,0.14,22572.24,-102605.47261787415
29055,49,2384,2,1,3,15622.021580481904,0.06,44288.31,15810.689781081903
29056,36,2169,2,1,1,518209.30182697607,0.05,47105.55,518209.30182697607
29057,58,2097,1,1,1,72585.83070332234,0.19,135621.2,72585.83070332234
29058,60,1948,1,1,1,235910.8699461552,0.11,70923.36,236066.9013381552
29059,60,1999,2,1,5,86335.06573678096,0.23,10402.4,86394.87953678097
29060,56,1937,1,1,1,212903.6740349531,0.18,35570.88,213191.79816295308
29061,52,1039,3,1,3,29546.847619800028,0.21,60456.18,30054.67953180003
29062,56,1894,3,1,2,42782.94568455702,0.21,19354.95,42965.849962057015
29063,35,2221,1,1,1,171088.14960383024,0.2,62305.55,172832.70500383026
29064,50,1803,2,1,5,202764.38934438323,0.29,60861.89,203540.98706078323
29065,53,1942,1,1,1,443761.032222718,0.12,163779.81,443761.032222718
29066,36,1068,1,1,1,501093.184323662,0.27,69556.91,503572.192596062
29067,42,1623,2,1,3,35595.55599399788,0.26,71275.36,36837.17276519788
29068,47,1127,1,1,1,49795.23978398711,0.19,19619.58,50130.73460198711
29069,39,981,1,1,1,150361.6999812523,0.19,46372.6,151480.67081925232
29070,57,2097,1,1,1,87104.963895405,0.32,50679.38,87672.572951405
29071,52,2061,3,1,5,282145.1792016299,0.18,89663.19,282145.1792016299
29072,60,1070,1,1,1,-286123.62575493386,0.27,19326.24,-285993.1736349339
29073,54,988,3,1,3,87454.9064968446,0.17,222999.98,87454.9064968446
29074,61,988,2,3,3,85525.00862702435,0.09,20417.22,85561.75962302435
29075,47,976,1,3,1,-24718.49517127856,0.21,25383.16,-24238.75344727856
29076,55,1409,2,2,3,73802.52569102227,0.07,28637.63,73902.75739602227
29077,54,1199,1,1,1,174892.9912470146,0.11,42986.28,175143.6012594146
29078,59,1193,2,2,5,78722.18194826451,0.27,113435.44,78722.18194826451
29079,58,1086,3,1,2,-182438.8191364012,0.05,94604.22,-182438.8191364012
29080,48,1212,3,1,3,70950.68491719376,0.05,111367.01,70950.68491719376
29081,52,1212,1,1,1,223843.2314963332,0.09,136963.27,223843.2314963332
29082,47,1074,3,4,5,349164.5376747847,0.29,101865.27,349400.8651011847
29083,55,1898,2,2,5,125234.70195221117,0.2,26870.71,125503.40905221117
29084,60,1898,3,2,1,-146178.09525451608,0.22,191188.36,-146178.09525451608
29085,35,1174,1,1,1,78365.61865290494,0.25,86850.24,80797.42537290494
29086,50,1136,2,2,3,33731.87900465028,0.34,119406.74,33731.87900465028
29087,41,997,3,3,3,36536.51620078321,0.12,14064.43,36739.04399278321
29088,54,2266,2,4,3,-105633.15078801666,0.32,16591.6,-105341.13862801666
29089,52,2122,2,1,3,-136430.09582660507,0.0,44865.33,-136430.09582660507
29090,54,1035,3,1,3,-77717.72567328508,0.19,38997.76,-77354.65652768507
29091,38,1035,3,1,3,-223031.502774179,0.1,58896.69,-222401.308191179
29092,35,1035,1,1,1,136168.79005297294,0.12,26311.15,136642.39075297295
29093,45,1189,1,1,1,39605.19991622897,0.26,60235.4,41030.369480228976
29094,37,1035,1,1,1,36091.68121877453,0.35,65026.08,39027.60873077453
29095,45,1246,2,1,3,90744.72750621825,0.1,41486.08,91130.54805021825
29096,42,1246,3,1,5,93682.12211796654,0.25,56801.76,94988.56259796655
29097,47,1100,3,1,3,41917.31838496626,0.19,133522.75,41917.31838496626
29098,54,1941,1,1,1,46291.76269113884,0.33,94800.28,46792.30816953885
29099,43,2318,3,1,2,49592.95864687488,0.13,30614.57,50030.746997874885
29100,47,2002,3,1,5,-128786.74300561249,0.25,36949.7,-128001.56188061248
29101,53,1941,3,1,5,4433.0232191120585,0.0,25277.43,4433.0232191120585
29102,51,2002,3,1,5,-147775.0719708218,0.23,78217.3,-147415.2723908218
29103,39,1054,1,3,1,100142.58345394392,0.09,55238.06,100754.06877814392
29104,56,1273,1,1,1,285664.5442418421,0.2,67714.82,286152.0909458421
29105,62,1757,2,1,3,-76213.41968991542,0.05,76643.37,-76213.41968991542
29106,60,1948,1,1,1,8380.848702889865,0.06,34444.57,8432.515557889865
29107,52,1808,2,1,2,-35242.27559035127,0.01,37495.24,-35219.77844635127
29108,52,1845,1,1,1,36392.92759202258,0.31,48050.78,37301.56784182258
29109,47,1045,1,1,1,248117.0481817613,0.01,123292.17,248141.7066157613
29110,53,1808,2,1,2,-194623.41623432527,0.19,161362.72,-194623.41623432527
29111,47,1943,3,1,3,-206888.6929638085,0.17,39679.64,-206322.06770460852
29112,52,1953,1,1,1,22196.49624709156,0.33,29960.38,22839.14639809156
29113,44,1993,1,1,1,-288503.56526377454,0.3,105549.79,-287110.30803577456
29114,56,1899,1,1,1,-43739.97604591774,0.29,59447.15,-43119.34779991774
29115,53,1953,1,1,1,58025.90056602922,0.05,25962.15,58103.787016029215
29116,47,1961,3,1,4,54351.74125981308,0.31,62723.84,54351.74125981308
29117,59,1819,1,1,1,-171555.30051848438,0.15,30220.56,-171419.30799848438
29118,47,2165,3,1,3,-144747.38031799434,0.1,71224.39,-144433.99300199433
29119,44,1235,1,1,1,238817.4819671551,0.34,64763.4,240887.32023115508
29120,55,989,1,3,1,-57110.13016380831,0.21,158303.35,-57110.13016380831
29121,42,1101,1,1,1,85192.35309190527,0.08,68273.2,85754.92425990527
29122,41,1300,1,1,1,-338915.7501386428,0.12,103820.31,-338143.3270322428
29123,37,1095,3,1,3,-6744.419587138904,0.12,68990.62,-5974.484267938904
29124,36,948,1,1,1,79033.60763854849,0.13,76793.07,80251.54572874849
29125,53,1007,3,1,5,-84906.96494719663,0.14,9933.26,-84823.52556319663
29126,53,1110,2,1,2,-93372.1774138984,0.04,97757.82,-93372.1774138984
29127,41,1090,1,1,1,39472.47664217614,0.0,49408.51,39472.47664217614
29128,61,1999,1,1,1,57300.94153099398,0.09,42147.14,57373.01314039398
29129,53,2122,2,1,4,11210.921142889192,0.04,34681.35,11210.921142889192
29130,55,1066,1,1,1,-258528.6826692077,0.32,124603.27,-258528.6826692077
29131,56,1021,3,1,2,-201923.65473429827,0.18,35285.88,-201663.24493989826
29132,36,1034,2,1,3,20483.772863100497,0.2,95559.62,21668.712151100495
29133,43,2318,3,1,2,106522.64952812163,0.0,84111.69,106522.64952812163
29134,58,1914,3,1,3,37516.89856724568,0.04,72170.06,37516.89856724568
29135,53,1914,2,1,3,-283132.28093828616,0.34,154070.07,-283132.28093828616
29136,55,1881,2,1,3,-174858.01779943565,0.19,21163.5,-174656.96454943565
29137,59,1359,2,1,3,28314.274177338404,0.09,148376.1,28314.274177338404
29138,49,2236,2,1,3,-2279.6893678044366,0.27,16993.49,-1912.6299838044365
29139,56,1914,3,1,3,-114669.21075144464,0.06,74122.57,-114651.42133464463
29140,53,2175,1,1,1,62257.91657843063,0.06,51242.95,62423.94373643063
29141,36,989,1,1,1,13205.162502591258,0.06,27422.48,13443.738078591257
29142,53,1051,3,1,3,-258232.0514456032,0.1,81174.88,-258167.1115416032
29143,59,2095,2,1,4,49334.874876001,0.2,69590.29,49334.874876001
29144,58,1096,1,1,1,-39784.17240015408,0.3,48017.81,-39337.60676715408
29145,53,2056,1,1,1,45109.48761204362,0.28,61190.89,45966.16007204362
29146,54,2056,1,1,1,262896.61701684806,0.15,14325.99,263014.80643434805
29147,45,1119,1,1,1,604412.4644374305,0.03,83357.25,604580.0125099305
29148,61,1125,2,1,3,-26467.12277166977,0.15,46044.8,-26356.61525166977
29149,38,1360,2,4,3,60922.730950526646,0.13,124681.46,61376.571464926645
29150,60,1001,3,3,4,-114104.99713377476,0.24,68121.59,-114104.99713377476
29151,54,860,3,4,3,95892.0020740952,0.28,71970.95,96214.4319300952
29152,39,1032,1,1,1,150442.82589653757,0.06,65030.69,150907.14502313756
29153,62,1940,1,1,1,57184.25940441981,0.23,25529.74,57272.33700741981
29154,35,1835,3,1,5,90294.33043689551,0.07,30037.4,90609.72313689551
29155,36,978,3,1,3,182054.7687002282,0.3,44126.69,183855.13765222818
29156,40,1069,2,1,4,-45135.37432866925,0.23,103821.7,-45135.37432866925
29157,50,2063,1,1,1,201907.00694878,0.03,51209.4,202013.01040678
29158,58,1941,1,1,1,-206006.6246021685,0.18,95131.52,-206006.6246021685
29159,37,1127,3,1,3,1036.2637230664814,0.29,52540.82,2971.3421236664817
29160,39,2324,2,3,3,7733.372434498401,0.21,27804.95,8492.447569498401
29161,53,1903,2,1,3,9191.608814994885,0.27,50125.21,9841.231536594885
29162,54,1840,1,1,1,-93214.76770320271,0.3,145499.38,-93214.76770320271
29163,51,752,1,3,1,-100697.11624746711,0.29,74493.96,-99660.16032426711
29164,51,1840,1,1,1,112885.0733283232,0.17,92136.12,113323.6412595232
29165,58,2307,3,1,3,85201.05012476443,0.28,129210.31,85201.05012476443
29166,59,1966,2,1,2,-6125.874444020295,0.34,6226.85,-6062.360574020296
29167,55,1472,1,2,1,44771.19325679274,0.15,86340.42,45030.214516792745
29168,53,2230,1,1,1,306261.5423105463,0.07,79915.65,306462.92974854633
29169,59,2307,1,1,1,-82936.35721625389,0.33,37968.56,-82560.4684722539
29170,57,1177,1,1,1,18080.436471043977,0.06,91004.53,18124.118645443978
29171,55,1304,3,2,5,-82318.77529386414,0.19,101418.48,-82318.77529386414
29172,51,1115,3,1,3,141180.10465189238,0.24,19889.8,141514.25329189238
29173,61,2205,1,1,1,48090.09708961575,0.2,102943.95,48090.09708961575
29174,52,1115,3,1,3,-168003.71781801584,0.1,135537.03,-168003.71781801584
29175,40,1623,2,1,5,167035.77622536386,0.1,90647.46,167470.88403336387
29176,60,1673,3,4,5,-74827.05408513959,0.17,22701.78,-74730.5715201396
29177,48,2175,1,1,1,49339.910541060046,0.33,58453.42,50805.92231466005
29178,44,1300,1,1,1,10947.391166142474,0.26,70954.85,12644.631178142474
29179,54,1160,1,1,1,51901.39139201462,0.15,91217.55,52175.04404201462
29180,47,1215,1,1,1,270605.0783343128,0.32,44401.52,271855.42513751285
29181,50,1099,1,1,1,140367.68392509053,0.28,52077.33,141373.81794069053
29182,35,2962,2,2,5,-46800.85519613823,0.07,82303.01,-46322.674708038234
29183,39,2962,3,2,5,-167874.67657536155,0.12,72178.26,-167199.08806176155
29184,45,2166,2,3,5,118030.909192214,0.18,88164.05,118538.73412021401
29185,54,2056,1,1,1,-234084.93151465067,0.05,71999.58,-233940.93235465066
29186,53,2056,3,1,3,-66116.75501507899,0.1,56054.81,-65892.53577507898
29187,61,2047,1,1,1,80524.26546413964,0.1,94194.42,80524.26546413964
29188,43,1988,3,1,5,136219.28689900943,0.15,55702.06,136954.55409100943
29189,42,1445,1,2,1,9570.686172832657,0.22,40736.57,10601.321393832657
29190,41,1236,1,1,1,125111.49825577588,0.17,38428.42,125895.43802377587
29191,62,5742,2,1,5,30093.2848626468,0.24,109642.09,30093.2848626468
29192,51,6638,2,1,5,45985.96148320295,0.15,50429.43,46424.697524202944
29193,60,4321,3,2,3,77982.24754689696,0.05,56592.56,78016.20308289696
29194,61,5742,2,1,4,-21479.515629805068,0.09,101209.73,-21479.515629805068
29195,63,6301,3,1,5,91591.13910248928,0.23,68285.64,91591.13910248928
29196,54,1941,1,1,1,-10541.664307035591,0.02,62438.04,-10485.470071035592
29197,43,2114,1,1,1,114069.95767181354,0.22,31269.02,114826.66795581354
29198,45,1799,2,1,3,18301.435022813395,0.18,100079.82,18661.722374813395
29199,37,2691,1,1,1,26528.70442308254,0.04,52324.1,26809.16159908254
29200,52,5316,2,1,3,-219180.7486648412,0.1,18177.92,-219062.5921848412
29201,58,6000,1,1,1,-110869.09995591696,0.17,102569.9,-110869.09995591696
29202,36,5268,1,1,1,171306.4899802553,0.06,149554.9,171701.3149162553
29203,45,1189,1,1,1,-165902.11142709397,0.21,76011.86,-164672.99965089397
29204,54,2207,1,1,1,-168954.90117996922,0.12,32369.97,-168741.25937796923
29205,36,1038,2,4,1,-25099.04498274488,0.0,138234.38,-25099.04498274488
29206,58,1304,3,2,5,-4686.771773217761,0.07,173740.33,-4686.771773217761
29207,58,2213,1,1,1,366228.3076620509,0.01,118449.62,366228.3076620509
29208,55,1200,1,4,1,-98400.77046613336,0.23,171090.14,-98400.77046613336
29209,57,1180,3,1,4,-232470.94483385983,0.21,95271.83,-232470.94483385983
29210,52,2175,1,1,1,129565.4112835898,0.31,9993.02,129766.7706365898
29211,37,1192,1,1,1,254348.32407444343,0.2,9434.26,254612.48335444342
29212,44,1163,1,4,1,15085.4419363423,0.23,52014.21,16269.8054980423
29213,42,1370,2,2,5,-117529.22041234544,0.29,55188.71,-115976.76200004545
29214,43,2878,3,2,3,-192156.2682071665,0.26,93281.18,-191380.1687895665
29215,42,2311,3,1,3,4623.500032721977,0.26,28337.91,5470.803541721977
29216,41,2889,2,1,5,160213.33886528164,0.19,104865.06,160850.91843008163
29217,61,1948,3,1,5,18758.813383101588,0.21,53804.43,18894.40054670159
29218,61,1948,2,1,5,-122596.96443765408,0.08,45513.88,-122538.70667125408
29219,55,1070,3,3,5,-182237.16108562573,0.01,20907.03,-182226.70757062573
29220,39,1320,2,1,5,32518.078850936243,0.19,91232.04,33419.45140613624
29221,53,1254,3,1,3,-144620.8752871985,0.12,19605.38,-144479.71655119848
29222,54,1060,3,1,3,-20922.857847185955,0.18,102396.21,-20922.857847185955
29223,39,1173,1,4,1,109869.79062785204,0.09,63553.55,110550.44914835204
29224,61,1143,1,1,1,-4382.510639232529,0.11,126026.99,-4382.510639232529
29225,42,1208,1,1,1,550512.8011492128,0.05,50042.49,550788.0348442127
29226,40,928,2,1,3,41936.961198244266,0.06,99621.04,42176.05169424426
29227,37,1440,3,2,3,128423.73299707656,0.29,112404.05,129727.61997707655
29228,59,1140,1,4,1,243906.1568912872,0.15,103732.34,243906.1568912872
29229,46,1140,1,1,1,96772.23125083536,0.29,74149.29,98341.97172013536
29230,53,1297,3,1,3,-226897.83381405385,0.34,167261.1,-226897.83381405385
29231,57,1355,3,1,3,-96406.77632506938,0.29,16048.86,-96220.60954906938
29232,49,1111,1,1,1,142515.07601503227,0.23,129562.97,142753.47187983227
29233,48,1620,3,2,3,-44522.36740311953,0.22,94990.19,-44271.59330151953
29234,46,1140,1,1,1,213724.80369803333,0.02,62308.58,213830.72828403334
29235,51,1322,1,1,1,-379689.3876394251,0.17,65263.72,-379034.7925278251
29236,36,1087,1,1,1,-183973.071650028,0.25,109396.53,-181839.839315028
29237,54,1329,1,4,1,-122235.1151006873,0.33,84872.41,-121562.9256134873
29238,38,1162,1,1,1,192229.3338594873,0.25,130768.56,193798.55657948728
29239,38,1266,1,1,1,90766.329515802,0.25,285620.6,90766.329515802
29240,40,1388,1,1,1,-32713.21080276559,0.05,210442.61,-32713.21080276559
29241,51,1649,2,2,3,17575.325920856307,0.04,95248.2,17575.325920856307
29242,41,1649,3,2,5,6507.286101704584,0.18,33761.08,7218.294446504584
29243,53,1411,3,2,5,57619.87561768381,0.13,183314.16,57619.87561768381
29244,53,1411,2,2,5,-130965.6433505267,0.31,47629.56,-130242.15033412671
29245,35,1266,2,2,5,14932.149400393737,0.06,97695.57,15301.438654993737
29246,39,1080,1,1,1,-107559.4399355971,0.11,47237.62,-106904.72652239709
29247,48,1054,3,1,3,-105586.99027733455,0.23,22980.42,-105137.72306633455
29248,49,1373,1,2,1,-48137.74547978758,0.21,34969.77,-47550.25334378758
29249,43,717,3,3,1,-239364.02309181893,0.2,45937.08,-239364.02309181893
29250,48,717,2,3,3,78073.31941920499,0.07,35672.82,78275.58430860499
29251,42,927,3,3,3,50907.4322969106,0.23,44950.35,52003.3218299106
29252,54,1682,1,2,1,17636.44473113471,0.2,11003.73,17757.48576113471
29253,38,989,1,1,1,76182.16305735457,0.17,39160.45,77080.89538485456
29254,43,1280,1,1,1,112994.87132889943,0.05,34662.36,113185.51430889944
29255,52,2037,3,1,2,-121597.73115018167,0.15,54049.44,-121208.57518218167
29256,60,2037,1,1,1,42147.77191987486,0.02,42685.5,42168.26095987486
29257,60,1086,1,1,1,-165515.47719696313,0.17,145993.07,-165515.47719696313
29258,44,1288,3,1,3,7556.699543338397,0.15,257411.61,7556.699543338397
29259,60,905,1,1,1,-79513.45664719498,0.17,63556.8,-79297.36352719498
29260,57,2193,3,1,3,-2213.466528323117,0.04,95593.16,-2213.466528323117
29261,56,2193,1,1,1,90274.24039899831,0.29,55072.69,90881.14144279831
29262,47,2434,3,2,3,55757.98171274336,0.12,184536.64,55757.98171274336
29263,47,1126,2,1,3,220762.40638367384,0.34,77055.38,221705.56423487383
29264,43,1119,1,1,1,28803.19825373455,0.0,112265.02,28803.19825373455
29265,54,2044,1,1,1,-143897.9291752295,0.26,90809.11,-143425.7218032295
29266,46,1090,1,1,1,-69577.247963771,0.04,85482.64,-69382.347544571
29267,55,2307,3,1,4,7022.739015373262,0.06,47476.81,7022.739015373262
29268,54,1246,1,1,1,183386.0221297293,0.04,83551.82,183479.6001681293
29269,40,1119,1,1,1,171358.09292098304,0.28,148793.75,172524.63592098304
29270,48,1090,1,1,1,94892.87049969076,0.31,26009.94,95578.23241869076
29271,40,1085,1,4,1,-179840.09888586288,0.05,9667.35,-179779.6779483629
29272,38,1095,1,1,1,-246147.7358018448,0.21,9533.89,-245877.4500203448
29273,52,1953,3,1,1,-220631.3977293234,0.32,70173.06,-220631.3977293234
29274,63,1945,1,1,1,-14914.629078557711,0.27,24662.12,-14848.04135455771
29275,45,1943,1,1,1,72380.45346819887,0.34,95000.5,74060.06230819887
29276,57,1899,1,1,1,-158944.03746153534,0.02,8990.53,-158936.84503753533
29277,57,2199,2,1,3,89145.40329733955,0.06,82561.05,89145.40329733955
29278,62,2247,1,2,1,-54479.268598456,0.18,77691.51,-54479.268598456
29279,36,1628,2,1,5,119713.3299190248,0.2,68282.26,121106.28802302481
29280,45,927,1,2,1,-177727.26228398216,0.03,12890.19,-177688.59171398217
29281,55,2199,2,1,3,26778.370956031613,0.31,248737.64,26778.370956031613
29282,36,1174,1,1,1,421160.2282738364,0.21,85442.96,423080.13158503635
29283,57,2103,3,1,3,26233.816833823443,0.14,67950.04,26309.92087862344
29284,59,2103,2,1,3,184253.7924578342,0.23,88289.86,184253.7924578342
29285,55,1899,1,1,1,21330.64149160482,0.03,92356.85,21363.88995760482
29286,54,2016,2,1,3,109133.70880653703,0.34,65832.69,109670.90355693703
29287,35,1117,2,1,5,92126.7182976998,0.15,45430.68,93080.7625776998
29288,59,2192,1,1,1,98216.72020243804,0.12,29553.05,98323.11118243804
29289,62,2211,1,1,1,233429.89614410367,0.28,21739.65,233521.20267410367
29290,62,2211,1,1,1,34658.546547147926,0.28,24435.74,34761.17665514792
29291,47,1078,1,1,1,505941.66724246746,0.1,84542.62,506389.74312846747
29292,50,1078,1,1,1,-2086.717955899979,0.33,62788.77,-739.8988393999791
29293,39,1127,1,1,1,-24873.634738226112,0.13,119878.51,-24047.671804326113
29294,42,1028,1,1,1,-66472.73442716991,0.2,51954.01,-65340.137009169914
29295,41,1194,1,1,1,-111645.87320381458,0.26,40084.37,-110395.24085981458
29296,40,1095,1,1,1,-82696.06208470964,0.28,63447.73,-80670.81054310965
29297,46,1194,1,1,1,-79542.44555325076,0.32,26990.03,-78721.94864125075
29298,36,1984,2,1,4,-152898.88542908928,0.13,88864.05,-152898.88542908928
29299,36,1669,2,1,4,-21389.6520262653,0.05,70536.29,-21389.6520262653
29300,63,2723,1,1,1,47700.40777673943,0.35,82231.39,47700.40777673943
29301,39,1373,1,1,1,87172.37413447583,0.11,39434.82,87736.29206047583
29302,53,2791,1,1,1,10269.060615294988,0.2,58487.16,10865.629647294987
29303,44,2791,1,1,1,-23452.779859647115,0.08,49591.74,-23056.045939647116
29304,56,2787,2,1,3,-40153.26187744,0.32,53247.2,-39539.85413344
29305,51,2720,1,1,1,-5103.581243851876,0.25,60299.08,-4184.0202738518765
29306,43,1488,3,1,3,126722.5532037746,0.21,215533.9,126722.5532037746
29307,38,1071,1,1,1,48484.58083939577,0.18,65841.52,49942.312092195774
29308,61,1819,1,1,1,-26828.193301068764,0.16,115350.26,-26828.193301068764
29309,45,2118,1,1,1,54445.77142244118,0.1,98031.95,54916.32478244118
29310,46,2118,3,1,5,-191568.63183161087,0.15,111625.23,-191501.65669361086
29311,62,1953,1,1,1,83984.22228700669,0.24,99898.11,83984.22228700669
29312,63,1169,1,1,1,85781.86117423269,0.15,41866.89,85838.38147573269
29313,47,927,1,1,1,1128.5782148043036,0.05,40473.26,1310.7078848043036
29314,53,2097,1,1,1,127699.50204583965,0.27,58578.95,128506.13418733964
29315,58,2192,1,1,1,68174.46084937455,0.26,24451.91,68396.97323037454
29316,52,2066,3,1,2,59640.15148280907,0.13,14615.59,59763.653218309075
29317,62,1025,1,3,1,-19833.77151374334,0.1,102013.53,-19833.77151374334
29318,35,998,1,1,1,-58097.13690446589,0.05,103324.44,-57621.844480465894
29319,40,941,3,1,3,-67074.05076826067,0.3,122695.99,-66337.87482826067
29320,40,881,2,1,5,-47156.687520779735,0.22,23206.23,-46518.51619577973
29321,47,1147,3,1,5,-137883.8481387942,0.21,21504.13,-137477.42008179417
29322,57,1157,3,1,3,79477.32362702176,0.24,28548.43,79751.38855502177
29323,35,1392,2,1,3,216356.3425535218,0.06,41935.39,216713.6320763218
29324,48,1011,1,1,1,-9434.458554302444,0.3,48709.5,-8265.430554302444
29325,42,896,1,2,1,-71701.11174577453,0.03,58913.96,-71513.76535297453
29326,40,3047,3,1,4,-33122.82134659216,0.13,40051.13,-33122.82134659216
29327,60,2552,3,1,2,-85074.54296505688,0.23,54606.25,-84873.59196505688
29328,63,3563,1,1,1,-64694.708159048845,0.11,62529.39,-64639.68229584885
29329,44,1504,1,1,1,-247225.49812524425,0.1,130778.66,-246911.62934124426
29330,58,3253,1,1,1,22111.578019736324,0.24,98200.69,22111.578019736324
29331,58,1504,3,3,3,138420.72725806228,0.09,53020.27,138554.3383384623
29332,61,3108,2,1,2,220534.15286938933,0.24,98543.56,220534.15286938933
29333,62,3112,1,1,1,22208.618701443065,0.21,62697.1,22366.615393443066
29334,45,3340,1,1,1,-185387.97458207616,0.34,46902.98,-183857.06131487616
29335,56,1735,1,1,1,-56627.738578136166,0.23,134312.88,-56627.738578136166
29336,45,1705,1,1,1,158096.35124595612,0.15,6750.62,158197.61054595612
29337,41,1504,1,1,1,113657.20789608924,0.19,162402.31,114150.91091848924
29338,44,1955,1,1,1,-104574.5336818552,0.15,51638.79,-103807.6976503552
29339,48,1856,1,1,1,11657.614731023024,0.01,59224.4,11702.625275023025
29340,44,1876,3,1,2,32026.602866822486,0.23,66032.35,33044.16138032249
29341,53,3126,1,1,1,-5755.051757160074,0.28,21201.72,-5398.862861160074
29342,39,1251,2,1,4,172444.05287735738,0.33,110463.86,172444.05287735738
29343,43,1331,3,3,3,236144.463258594,0.08,66768.87,236502.34440179402
29344,49,1358,2,1,3,-145493.436014766,0.26,62635.67,-144711.74285316598
29345,40,3047,3,1,2,34416.47978060499,0.08,43910.72,34823.97126220499
29346,60,3143,1,1,1,-30467.67707594339,0.22,97742.09,-30467.67707594339
29347,46,3058,2,1,3,-192323.0500814211,0.18,56209.53,-191594.5745726211
29348,63,2327,3,2,5,-106533.88572348656,0.04,21537.4,-106525.27076348655
29349,54,2421,1,1,1,-199268.653626765,0.35,91004.56,-198631.621706765
29350,45,2445,3,1,4,-202767.2071456204,0.2,92127.09,-202767.2071456204
29351,45,1786,1,1,1,-104921.02690944629,0.31,47389.29,-103510.72163904629
29352,38,2586,1,1,1,14149.869198574464,0.27,3555.95,14279.483576074465
29353,41,1504,1,1,1,113356.54591619004,0.33,119306.7,115088.87920019004
29354,57,3253,3,1,3,-129079.75304333711,0.32,84592.55,-129079.75304333711
29355,55,3253,3,1,3,37309.88166485719,0.01,30742.58,37325.25295485719
29356,49,1663,1,1,1,60261.38609054709,0.18,204855.96,60261.38609054709
